date,adjClose,daily_return,ema,rsi
2013-05-20 00:00:00+00:00,65.7529259115,0.7528230866282959,65.41187053379903,70.37468250827652
2013-05-21 00:00:00+00:00,65.581713719,-0.2603871844888528,65.49679212639953,59.875386143772836
2013-05-22 00:00:00+00:00,65.2839533843,-0.45402951190910423,65.39037275534977,43.100781164271076
2013-05-23 00:00:00+00:00,64.7256527568,-0.8551881412780182,65.05801275607489,24.106309113533097
2013-05-24 00:00:00+00:00,64.1747961376,-0.8510638297767215,64.61640444683744,14.590125296061913
2013-05-28 00:00:00+00:00,64.1599081208,-0.023199164930853833,64.38815628381872,14.360306602976294
2013-05-29 00:00:00+00:00,64.3832283719,0.3480682214811459,64.38569232785936,36.769851898477
2013-05-30 00:00:00+00:00,64.3236763049,-0.09249624243133914,64.35468431637969,33.285855801794455
2013-05-31 00:00:00+00:00,63.8695917945,-0.7059368128270571,64.11213805543984,15.974249839693817
2013-06-03 00:00:00+00:00,64.1152440706,0.38461538456420197,64.11369106301993,40.91179872867431
2013-06-04 00:00:00+00:00,63.9589198949,-0.243817485164477,64.03630547895996,31.880291016867485
2013-06-05 00:00:00+00:00,62.8423186397,-1.7458100559466172,63.43931205932998,9.47341257592708
2013-06-06 00:00:00+00:00,62.5296702883,-0.49751243774524,62.98449117381499,7.314277531744614
2013-06-07 00:00:00+00:00,63.0135308322,0.773809523813429,62.999011003007496,39.385002222586145
2013-06-10 00:00:00+00:00,62.380790121,-1.0041346720991329,62.68990056200374,23.461282799684316
2013-06-11 00:00:00+00:00,62.1723578867,-0.3341288782904184,62.43112922435187,19.55471401196141
2013-06-12 00:00:00+00:00,61.9415936273,-0.371168582379533,62.186361425825936,15.318675808992413
2013-06-13 00:00:00+00:00,63.3782872422,2.319432760391238,62.78232433401297,71.98762696704276
2013-06-14 00:00:00+00:00,62.4328981795,-1.49166079399905,62.607611256756485,43.352093438645205
2013-06-17 00:00:00+00:00,62.4701182214,0.05961607259203916,62.53886473907824,44.65227715425814
2013-06-18 00:00:00+00:00,62.9390907485,0.7507149665347379,62.73897774378912,61.39769256943604
