Type,Entry Price,Exit Price,Profit Factor,Capital
Long,75.6771042888,75.22970136560001,0.9940880015507385,15323.685599054179
Long,77.0021992854,76.5572411869,0.9942214884428066,15235.137504721246
Long,78.0461394395,77.4642711569,0.9925445603488042,15121.552856477127
Long,77.9630153992,79.0509623982,1.013954655209644,15332.56891282367
Long,123.95841334459999,122.47656545049999,0.988045604536898,15149.277320574512
Long,122.27816928610001,126.4248940543,1.033912224826475,15663.023019028453
Long,131.4607275589,128.7370666362,0.979281562081119,15338.509648986708
Long,110.0045497862,112.6302372945,1.0238688991810172,15704.62298938543
Long,111.7778685885,113.4630113176,1.0150758173364685,15941.383016911508
Long,114.4231507796,114.1390278776,0.9975169106945214,15901.799139227678
Long,112.7478053919,112.64003463600001,0.9990441432050461,15886.599296468456
Long,114.5995029257,121.8789276221,1.0635205608275595,16895.724993422846
Long,118.64580494399999,118.73398101709999,1.0007431874489083,16908.281684178164
Long,112.62043995309999,116.6177552641,1.0354936929092504,17508.419041899488
Long,129.57771840200002,134.3278218412,1.0366583352275376,18150.248536441642
Long,136.486959768,140.26545114,1.0276839001940015,18652.718205420813
Long,140.5009934593,139.4214244959,0.9923162894665744,18509.396118068802
Long,134.838163533,134.4210573425,0.9969066162014443,18452.139451996118
Long,134.5684919623,125.60446707959998,0.9333868965016616,17222.985176914528
Long,121.2797182326,120.44425538719999,0.9931112731990546,17104.34073733403
Long,120.0609253758,120.89638822120001,1.0069586573881966,17223.363984376112
Long,123.7467908703,124.0514890845,1.0024622716440328,17265.772585129696
Long,125.7125858008,128.1305135652,1.0192337763876036,17597.858594191297
Long,152.9447120242,151.9192301049,0.9932950809104292,17479.866376167534
Long,161.70878531879998,159.81283473370002,0.9882755251586226,17274.92412260952
Long,163.2492451692,169.0358443507,1.035446406968084,17887.258113402306
Long,172.8869939766,172.3735073598,0.9970299291751842,17834.13168994374
Long,177.2022565062,173.53872699029998,0.9793257174703538,17465.423812714926
Long,172.1463882793,177.0541353667,1.0285091493144625,17963.348188031985
Long,170.8231727668,173.43997956389998,1.0153188045551191,18238.525208080002
Long,144.91289275370002,145.5961171882,1.0047147249738586,18324.514838364885
Long,143.4474258505,144.4277043871,1.0068337129843072,18449.73931334695
Long,147.0120750744,148.6953816523,1.0114501246040375,18660.99112739678
